City,Date,AQI,PM2.5,PM10,NO2,CO,SO2,O3
Amaravati,2018-05-26,78.0,13.07,37.35,8.59,0.46,6.09,29.05
Amaravati,2018-05-27,114.0,16.56,41.96,7.25,0.41,6.48,62.01
Amaravati,2018-05-28,103.0,19.57,44.72,7.72,0.34,5.99,64.58
Amaravati,2018-06-01,127.0,37.5,84.96,11.57,0.57,4.53,79.11
Amaravati,2018-06-02,106.0,23.25,61.1,15.21,0.43,9.78,57.54
Amaravati,2018-06-03,129.0,27.42,57.28,19.38,0.32,6.83,77.6
Amaravati,2018-06-06,87.0,32.33,55.74,18.42,0.51,6.22,44.58
Amaravati,2018-06-07,84.0,19.29,31.22,13.9,0.42,5.87,65.87
Amaravati,2018-06-08,85.0,17.99,29.24,10.45,0.32,6.37,63.95
Amaravati,2018-06-09,91.0,12.72,24.79,9.03,0.4,5.82,72.26
Amaravati,2018-06-10,76.0,13.65,35.39,6.11,0.46,7.1,60.03
Amaravati,2018-06-11,60.0,17.64,47.81,10.06,0.49,5.81,46.41
Amaravati,2018-06-12,69.0,23.43,57.11,13.82,0.79,6.68,46.96
Amaravati,2018-06-13,64.0,25.92,68.27,15.08,0.61,6.36,36.27
Amaravati,2018-06-14,98.0,32.7,103.88,11.83,0.55,8.41,47.71
Amaravati,2018-06-15,128.0,31.58,107.31,13.57,1.13,8.66,62.14
Amaravati,2018-06-16,113.0,22.9,69.96,10.96,0.75,5.29,61.1
Amaravati,2018-06-17,87.0,24.23,78.11,8.32,0.98,9.0,59.68
Amaravati,2018-06-18,79.0,17.92,68.72,7.85,0.46,6.66,52.83
Amaravati,2018-06-19,69.0,17.38,55.59,9.13,0.84,6.18,54.36
Amaravati,2018-06-20,78.0,19.06,59.46,11.31,1.02,5.43,62.58
Amaravati,2018-06-21,88.0,18.81,55.66,11.7,1.01,5.53,62.72
Amaravati,2018-06-22,101.0,18.69,50.06,12.39,0.81,7.62,68.32
Amaravati,2018-06-23,80.0,17.85,43.47,11.42,1.05,6.86,63.17
Amaravati,2018-06-24,89.0,18.09,45.11,7.26,1.0,6.14,64.6
Amaravati,2018-06-25,71.0,18.93,60.89,7.4,0.55,6.76,50.27
Amaravati,2018-06-26,68.0,16.86,48.26,8.54,0.52,7.12,50.39
Amaravati,2018-06-27,56.0,16.85,54.97,10.6,0.57,7.55,43.4
Amaravati,2018-06-28,65.0,16.46,33.5,17.41,0.61,4.72,40.44
Amaravati,2018-06-29,66.0,18.4,49.43,13.66,0.38,5.51,48.0
Amaravati,2018-06-30,96.0,20.31,49.14,12.76,0.41,7.54,61.59
Amaravati,2018-07-01,68.0,23.99,46.59,16.64,0.51,5.01,46.14
Amaravati,2018-07-02,76.0,20.36,41.99,15.53,0.52,6.62,53.13
Amaravati,2018-07-03,70.0,15.08,38.79,13.96,0.4,4.9,44.36
Amaravati,2018-07-04,75.0,19.42,69.33,13.23,0.41,5.6,47.28
Amaravati,2018-07-05,73.0,13.93,48.97,10.72,0.33,6.52,44.77
Amaravati,2018-07-06,85.0,18.29,41.01,17.63,0.63,6.53,37.35
Amaravati,2018-07-07,83.0,17.25,32.02,6.82,0.37,4.65,65.23
Amaravati,2018-07-08,73.0,13.43,26.94,5.31,0.46,5.17,54.03
Amaravati,2018-07-09,75.0,16.83,38.25,7.43,0.37,5.69,61.43
Amaravati,2018-07-10,63.0,18.16,38.17,6.81,0.36,5.36,53.27
Amaravati,2018-07-11,62.0,16.89,30.98,6.37,0.39,6.75,54.84
Amaravati,2018-07-12,79.0,15.95,25.24,7.16,0.64,8.77,37.76
Amaravati,2018-07-13,37.0,14.05,30.86,7.74,0.16,6.45,30.33
Amaravati,2018-07-14,35.0,9.85,29.97,7.5,0.4,6.02,21.63
Amaravati,2018-07-15,31.0,8.68,26.62,5.01,0.31,6.29,19.52
Amaravati,2018-07-16,29.0,7.5,24.01,6.56,0.3,7.42,20.89
Amaravati,2018-07-17,32.0,7.75,28.62,8.7,0.44,10.4,25.38
Amaravati,2018-07-18,39.0,10.45,41.47,11.13,0.47,9.94,28.24
Amaravati,2018-07-19,48.0,12.7,49.26,9.81,0.42,8.98,32.3
Amaravati,2018-07-20,42.0,14.48,35.5,12.77,0.5,9.81,24.28
Amaravati,2018-07-21,73.0,17.96,47.61,14.95,0.69,6.51,32.73
Amaravati,2018-07-22,59.0,16.87,50.6,7.8,0.38,12.46,31.82
Amaravati,2018-07-24,55.0,17.42,56.44,16.26,0.47,11.83,28.85
Amaravati,2018-07-25,86.0,17.79,68.97,16.25,0.62,10.42,26.08
Amaravati,2018-07-26,100.0,18.75,82.27,15.45,0.55,9.13,27.44
Amaravati,2018-07-27,85.0,11.92,46.76,7.75,0.57,10.97,29.93
Amaravati,2018-07-28,57.0,17.74,80.26,20.1,0.49,10.98,27.33
Amaravati,2018-07-29,85.0,21.78,76.32,20.63,0.44,9.64,25.7
Amaravati,2018-07-30,85.0,28.31,98.01,24.83,0.54,6.69,31.12
Amaravati,2018-07-31,106.0,27.1,112.48,23.91,0.47,12.6,23.43
Amaravati,2018-08-01,100.0,20.21,91.71,16.41,0.34,6.74,29.91
Amaravati,2018-08-02,68.0,18.52,51.48,18.33,0.43,12.46,28.73
Amaravati,2018-08-03,61.0,25.59,70.1,21.95,0.5,8.64,26.4
Amaravati,2018-08-04,71.0,21.79,75.21,15.65,0.38,11.1,30.57
Amaravati,2018-08-05,77.0,24.0,80.0,28.8,0.95,2.9,17.6
Amaravati,2018-08-07,111.0,18.47,52.91,16.89,0.8,11.49,22.14
Amaravati,2018-08-08,47.0,16.73,40.15,16.05,0.44,9.02,20.11
Amaravati,2018-08-09,47.0,18.72,57.71,25.46,0.42,12.33,18.28
Amaravati,2018-08-10,48.0,11.39,28.72,11.2,0.39,9.47,21.17
Amaravati,2018-08-11,49.0,10.62,19.96,9.32,0.59,10.32,14.62
Amaravati,2018-08-12,50.0,8.1,15.83,8.58,0.77,8.72,14.52
Amaravati,2018-08-13,57.0,9.28,16.42,7.85,0.92,8.12,12.29
Amaravati,2018-08-14,60.0,7.45,20.5,8.92,0.88,8.35,16.01
Amaravati,2018-08-15,52.0,15.32,45.04,10.48,0.88,8.93,14.12
Amaravati,2018-08-16,54.0,8.84,23.71,6.74,0.95,8.39,21.01
Amaravati,2018-08-17,63.0,11.39,24.61,7.96,0.96,11.82,26.34
Amaravati,2018-08-18,53.0,12.51,32.52,6.6,0.86,9.47,28.28
Amaravati,2018-08-19,56.0,8.71,14.17,6.04,1.03,8.12,22.3
Amaravati,2018-08-21,112.0,11.3,27.28,11.69,1.2,9.05,24.93
Amaravati,2018-08-22,75.0,7.0,7.8,7.66,1.08,8.39,17.77
Amaravati,2018-08-24,89.0,15.76,40.74,19.03,1.36,9.46,23.34
Amaravati,2018-08-25,76.0,18.79,60.26,20.45,1.1,10.01,22.54
Amaravati,2018-08-26,78.0,15.05,43.47,14.59,0.95,10.12,22.85
Amaravati,2018-08-27,66.0,10.1,23.92,13.33,0.87,9.24,20.67
Amaravati,2018-08-28,61.0,14.43,43.47,16.04,0.95,9.76,24.54
Amaravati,2018-08-29,83.0,22.65,57.46,16.8,1.18,8.89,29.44
Amaravati,2018-08-30,87.0,28.45,81.89,19.36,1.39,9.78,29.76
Amaravati,2018-08-31,97.0,24.94,69.22,19.99,1.4,11.98,28.1
Amaravati,2018-09-01,98.0,26.24,62.75,21.34,1.68,11.17,27.98
Amaravati,2018-09-02,99.0,30.6,76.16,24.63,1.71,11.64,24.36
Amaravati,2018-09-03,94.0,21.81,78.68,23.75,1.64,11.8,29.05
Amaravati,2018-09-04,98.0,24.22,86.08,26.49,1.68,11.54,26.93
Amaravati,2018-09-05,102.0,19.82,71.36,17.14,1.82,12.89,29.25
Amaravati,2018-09-06,96.0,25.11,81.43,21.87,1.57,11.73,31.81
Amaravati,2018-09-07,90.0,31.3,101.05,25.22,1.48,11.06,35.61
Amaravati,2018-09-08,106.0,27.1,89.38,21.31,1.54,10.21,28.77
Amaravati,2018-09-09,82.0,26.915,80.66499999999999,25.990000000000002,1.4300000000000002,11.475000000000001,33.2
Amaravati,2018-09-11,88.0,33.28,75.5,32.4,1.11,8.91,30.15
Amaravati,2018-09-12,103.0,40.66,82.62,23.58,0.76,10.9,38.55
Amaravati,2018-09-13,76.0,40.56,66.97,17.56,0.62,11.29,37.87
Amaravati,2018-09-14,68.0,37.93,67.4,20.86,0.78,8.91,34.81
Amaravati,2018-09-15,75.0,31.64,69.39,18.65,0.66,9.58,39.56
Amaravati,2018-09-18,89.0,22.12,34.83,16.1,1.34,10.48,41.51
Amaravati,2018-09-19,79.0,29.25,52.84,17.41,0.81,11.24,42.2
Amaravati,2018-09-20,65.0,38.32,80.97,26.27,0.65,13.38,25.95
Amaravati,2018-09-21,80.0,35.02,71.42,21.04,0.74,6.28,41.37
Amaravati,2018-09-22,81.0,24.29,50.33,13.45,0.97,14.1,47.86
Amaravati,2018-09-23,52.0,19.69,50.18,12.18,0.43,12.28,27.91
Amaravati,2018-09-24,89.0,18.81,50.51,14.01,0.92,14.67,20.67
Amaravati,2018-09-26,62.0,24.08,45.81,27.49,0.84,13.47,27.49
Amaravati,2018-09-27,52.0,21.81,37.31,28.22,0.62,17.33,25.36
Amaravati,2018-09-29,61.0,14.58,41.04,15.29,0.85,14.92,20.11
Amaravati,2018-09-30,57.0,11.780000000000001,42.61,14.9,0.84,11.9,25.72
Amaravati,2018-10-01,49.0,8.98,37.07,12.51,0.75,8.48,21.47
Amaravati,2018-10-02,48.0,9.7,30.1,13.81,0.72,7.25,14.92
Amaravati,2018-10-05,56.0,25.88,56.44,17.79,0.84,12.41,27.48
Amaravati,2018-10-06,80.0,49.7,109.35,25.91,0.76,14.31,46.63
Amaravati,2018-10-07,121.0,68.66,163.06,36.24,0.86,10.92,28.42
Amaravati,2018-10-13,109.0,47.2,116.44,28.13,0.88,16.73,36.92
Amaravati,2018-10-14,113.0,39.22,102.6,24.58,0.95,10.6,25.73
Amaravati,2018-10-15,91.0,36.86,76.61,27.36,1.09,9.33,21.11
Amaravati,2018-10-16,77.0,34.41,72.03,25.38,1.07,10.8,21.99
Amaravati,2018-10-17,80.0,22.05,48.93,18.92,0.94,10.51,26.78
Amaravati,2018-10-23,149.0,71.31,155.98,25.88,1.29,11.32,34.32
Amaravati,2018-10-24,133.0,63.54,130.58,25.81,1.17,19.34,47.53
Amaravati,2018-10-26,122.0,56.53,128.8,36.38,1.18,13.43,41.17
Amaravati,2018-10-27,133.0,69.42,167.05,45.82,1.35,23.42,39.0
Amaravati,2018-10-28,133.0,53.53,119.1,38.23,0.88,15.52,37.22
Amaravati,2018-10-30,118.0,58.65,125.68,36.24,1.26,14.54,31.09
Amaravati,2018-10-31,98.0,33.33,65.58,19.63,0.88,10.4,32.06
Amaravati,2018-11-03,75.0,12.7,38.49,30.66,0.89,8.59,23.45
Amaravati,2018-11-04,45.0,16.86,36.56,26.48,0.55,10.19,21.33
Amaravati,2018-11-05,61.0,21.58,68.71,39.44,0.73,10.43,19.42
Amaravati,2018-11-06,86.0,23.22,64.84,39.56,0.89,10.33,21.33
Amaravati,2018-11-07,70.0,28.39,71.27,45.23,1.04,10.36,35.14
Amaravati,2018-11-09,105.0,51.51,111.28,57.93,1.07,12.3,26.53
Amaravati,2018-11-10,106.0,56.85,115.5,62.91,0.82,18.89,27.44
Amaravati,2018-11-17,64.0,16.21,48.0,43.42,0.87,7.51,17.51
Amaravati,2018-11-18,56.0,19.48,46.57,35.92,0.84,7.49,15.47
Amaravati,2018-11-19,80.0,26.8,66.67,38.81,1.03,9.65,22.63
Amaravati,2018-11-20,88.0,48.35,100.01,38.27,1.07,12.15,35.86
Amaravati,2018-11-21,102.0,50.02,100.82,47.93,0.89,16.66,43.61
Amaravati,2018-12-02,160.0,70.89,125.4,68.12,1.17,13.87,29.82
Amaravati,2018-12-03,130.0,74.34,129.57,69.78,1.09,14.03,33.95
Amaravati,2018-12-15,217.0,96.57,174.31,57.77,1.1,23.81,39.75
Amaravati,2018-12-16,211.0,78.15,137.52,50.62,0.96,23.87,26.46
Amaravati,2018-12-17,90.0,19.26,22.54,30.38,0.7,10.94,18.91
Amaravati,2018-12-18,49.0,10.89,19.98,28.6,0.45,12.41,17.5
Amaravati,2018-12-22,89.0,55.24,81.9,55.65,1.17,13.62,27.34
Amaravati,2018-12-23,136.0,83.4,121.25,46.47,1.0,12.32,32.68
Amaravati,2018-12-26,178.0,76.48,114.53,69.63,1.08,13.32,24.73
Amaravati,2019-01-13,212.0,92.66,146.49,57.32,0.64,12.33,25.51
Amaravati,2019-01-14,256.0,116.99,172.92,58.43,0.44,12.91,26.84
Amaravati,2019-01-16,274.0,108.43,159.44,50.62,0.7,6.49,24.73
Amaravati,2019-01-17,262.0,118.0,174.01,58.6,0.82,13.73,24.69
Amaravati,2019-01-19,262.0,108.34,173.27,61.22,0.72,11.71,23.64
Amaravati,2019-01-21,204.0,90.25,141.29,64.26,0.55,14.8,25.31
Amaravati,2019-01-22,230.0,100.34,165.55,60.14,0.85,13.57,24.82
Amaravati,2019-01-23,171.0,62.75,117.55,49.18,0.55,13.17,28.15
Amaravati,2019-01-24,113.0,62.74,108.94,43.14,0.87,11.48,20.37
Amaravati,2019-01-25,96.0,34.51,63.23,38.2,0.72,12.19,17.24
Amaravati,2019-01-26,56.0,15.12,40.61,22.75,0.38,8.37,19.39
Amaravati,2019-01-27,48.0,27.25,49.07,27.55,0.44,11.04,19.68
Amaravati,2019-01-28,91.0,51.67,70.71,55.79,1.28,15.66,20.15
Amaravati,2019-02-01,141.0,63.05,111.15,68.18,1.06,13.42,47.46
Amaravati,2019-02-03,149.0,76.78,129.54,69.13,1.27,17.71,48.7
Amaravati,2019-02-04,150.0,73.21,129.76,61.14,1.11,16.63,62.74
Amaravati,2019-02-07,159.0,75.52,125.82,25.85,0.74,12.37,32.23
Amaravati,2019-02-08,126.0,58.02,96.18,16.37,0.76,8.47,38.97
Amaravati,2019-02-09,115.0,65.56,128.56,23.26,0.86,16.7,34.16
Amaravati,2019-02-10,136.0,56.98,148.8,16.86,0.52,10.21,32.14
Amaravati,2019-02-11,131.0,74.5,119.5,17.12,0.66,10.22,39.91
Amaravati,2019-02-12,137.0,66.61,121.81,26.18,0.66,9.84,39.63
Amaravati,2019-02-13,121.0,70.86,142.17,28.42,0.74,10.43,41.96
Amaravati,2019-02-14,157.0,69.96,130.91,35.52,0.84,9.78,37.99
Amaravati,2019-02-15,116.0,60.11,101.22,22.82,0.7,6.98,40.95
Amaravati,2019-02-16,87.0,33.9,64.61,15.97,0.55,7.78,32.91
Amaravati,2019-02-17,58.0,31.75,58.96,13.31,0.54,13.52,27.85
Amaravati,2019-02-18,74.0,34.8,72.77,17.35,0.59,12.99,24.83
Amaravati,2019-02-19,90.0,32.07,63.36,17.16,0.72,10.51,19.85
Amaravati,2019-02-20,61.0,30.32,66.4,15.26,0.58,10.5,24.21
Amaravati,2019-02-21,96.0,38.35,95.79,21.18,0.72,8.3,27.25
Amaravati,2019-02-22,96.0,36.92,106.73,25.18,0.64,14.78,30.4
Amaravati,2019-02-23,126.0,43.16,149.98,28.73,0.8,9.67,31.72
Amaravati,2019-02-24,131.0,42.51,121.35,24.64,0.53,14.5,35.13
Amaravati,2019-02-25,95.0,33.88,80.8,18.86,0.51,13.5,30.89
Amaravati,2019-02-26,62.0,22.47,52.83,12.56,0.46,11.27,19.85
Amaravati,2019-02-27,64.0,14.78,39.26,8.15,0.4,10.43,23.58
Amaravati,2019-02-28,60.0,20.92,49.94,13.32,0.56,15.85,25.36
Amaravati,2019-03-01,101.0,27.08,59.54,9.07,0.52,11.04,33.63
Amaravati,2019-03-02,63.0,23.72,51.79,8.11,0.44,8.55,27.48
Amaravati,2019-03-03,57.0,22.49,54.86,12.0,0.43,5.49,23.63
Amaravati,2019-03-04,54.0,21.59,52.32,10.62,0.41,11.52,19.77
Amaravati,2019-03-05,61.0,34.44,76.9,13.02,0.5,14.74,33.17
Amaravati,2019-03-06,120.0,49.2,116.27,16.7,0.69,15.37,44.06
Amaravati,2019-03-07,105.0,42.1,87.51,13.22,0.57,11.6,44.93
Amaravati,2019-03-08,92.0,16.39,53.9,8.68,0.62,10.98,31.2
Amaravati,2019-03-09,86.0,12.88,59.01,9.92,0.69,12.43,29.66
Amaravati,2019-03-10,56.0,10.66,47.74,8.02,0.35,12.07,22.33
Amaravati,2019-03-11,78.0,12.77,50.79,8.45,0.53,14.06,22.67
Amaravati,2019-03-12,74.0,27.0,90.58,15.67,0.41,13.33,27.15
Amaravati,2019-03-13,97.0,32.79,104.04,17.4,0.4,9.21,31.25
Amaravati,2019-03-14,107.0,39.77,129.33,24.88,0.45,8.16,27.19
Amaravati,2019-03-15,130.0,43.78,124.06,19.29,0.64,11.35,29.47
Amaravati,2019-03-16,110.0,40.96,101.35,14.19,0.46,7.42,22.03
Amaravati,2019-03-17,98.0,40.08,93.9,14.86,0.58,7.89,28.04
Amaravati,2019-03-18,101.0,22.52,69.14,13.59,0.56,10.99,21.12
Amaravati,2019-03-19,85.0,22.09,53.31,9.6,0.68,9.51,29.78
Amaravati,2019-03-20,85.0,25.39,49.43,7.75,0.7,9.14,32.42
Amaravati,2019-03-21,60.0,21.71,43.12,6.24,0.5,7.63,36.81
Amaravati,2019-03-22,56.0,23.56,53.08,12.03,0.53,10.27,29.46
Amaravati,2019-03-23,67.0,23.68,64.65,14.63,0.53,8.61,29.24
Amaravati,2019-03-24,79.0,17.99,48.09,8.02,0.47,9.11,29.02
Amaravati,2019-03-25,45.0,17.03,46.96,10.15,0.5,13.84,21.8
Amaravati,2019-03-26,53.0,20.58,51.83,9.93,0.49,10.38,21.95
Amaravati,2019-03-27,69.0,24.0,60.54,10.84,0.54,12.07,32.91
Amaravati,2019-03-28,65.0,27.44,70.3,12.49,0.54,12.69,28.07
Amaravati,2019-03-29,78.0,24.11,65.16,9.81,0.45,8.19,30.44
Amaravati,2019-03-30,83.0,28.43,60.07,9.49,0.56,17.06,42.66
Amaravati,2019-03-31,64.0,33.0,72.26,9.26,0.58,16.56,34.64
Amaravati,2019-04-01,102.0,37.09,70.85,7.48,0.69,12.4,38.42
Amaravati,2019-04-02,92.0,30.05,62.5,8.62,0.71,14.7,31.67
Amaravati,2019-04-03,58.0,20.75,45.07,5.59,0.48,9.15,25.97
Amaravati,2019-04-04,76.0,13.97,39.04,7.21,0.64,10.24,20.32
Amaravati,2019-04-05,78.0,18.72,50.84,6.06,0.67,13.03,28.03
Amaravati,2019-04-06,91.0,22.07,63.47,5.25,0.62,12.96,40.3
Amaravati,2019-04-07,124.0,19.4,55.83,7.03,0.76,10.88,38.75
Amaravati,2019-04-08,75.0,13.49,34.05,4.2,0.57,12.69,22.15
Amaravati,2019-04-09,73.0,20.68,38.77,4.48,0.63,10.9,26.79
Amaravati,2019-04-10,101.0,16.52,36.76,3.14,0.61,8.92,39.57
Amaravati,2019-04-11,64.0,15.91,33.28,2.04,0.4,13.09,33.05
Amaravati,2019-04-12,80.0,17.24,43.11,5.32,0.58,14.02,30.87
Amaravati,2019-04-13,85.0,25.87,89.0,9.61,0.39,11.84,46.66
Amaravati,2019-04-14,80.0,15.77,50.12,6.04,0.36,14.45,28.78
Amaravati,2019-04-15,84.0,23.75,68.9,11.38,0.64,18.42,19.94
Amaravati,2019-04-16,79.0,25.36,81.59,20.61,0.65,22.54,20.53
Amaravati,2019-04-17,91.0,32.7,91.22,17.13,0.54,15.71,25.28
Amaravati,2019-04-18,79.0,20.21,57.8,13.78,0.51,10.6,26.51
Amaravati,2019-04-19,82.0,11.55,37.66,13.27,0.59,12.58,26.46
Amaravati,2019-04-20,45.0,9.39,36.94,12.29,0.35,17.07,24.65
Amaravati,2019-04-21,41.0,9.77,35.42,12.59,0.32,21.81,28.75
Amaravati,2019-04-22,78.0,21.38,75.6,19.85,0.48,23.3,39.42
Amaravati,2019-04-23,124.0,24.68,132.02,29.05,0.58,16.03,23.73
Amaravati,2019-04-24,73.0,17.58,59.05,18.08,0.48,12.66,27.14
Amaravati,2019-04-25,71.0,28.05,84.5,18.74,0.48,12.78,25.81
Amaravati,2019-04-26,79.0,27.98,79.71,18.31,0.51,8.71,34.54
Amaravati,2019-04-27,78.0,23.32,70.68,16.88,0.66,16.4,34.16
Amaravati,2019-04-28,57.0,15.52,46.14,15.11,0.42,13.67,23.72
Amaravati,2019-04-29,46.0,12.11,40.82,15.46,0.31,12.72,23.43
Amaravati,2019-04-30,58.0,19.03,60.71,19.23,0.4,13.57,35.2
Amaravati,2019-05-02,109.0,38.9,111.93,27.29,0.98,16.06,56.99
Amaravati,2019-05-03,148.0,57.73,211.34,35.92,0.78,16.59,58.87
Amaravati,2019-05-04,158.0,44.49,163.62,22.32,0.53,16.97,67.99
Amaravati,2019-05-05,146.0,39.76,152.97,23.24,0.52,15.33,69.15
Amaravati,2019-05-06,133.0,47.3,136.76,20.22,0.64,22.25,68.43
Amaravati,2019-05-07,122.0,39.81,138.9,18.58,0.44,13.03,51.98
Amaravati,2019-05-10,124.0,44.65,114.79,19.79,0.63,19.26,54.72
Amaravati,2019-05-11,106.0,35.5,98.4,19.29,0.59,17.83,49.82
Amaravati,2019-05-15,109.0,34.12,88.79,19.98,0.7,24.2,42.21
Amaravati,2019-05-16,92.0,41.62,95.91,20.32,0.53,21.47,43.36
Amaravati,2019-05-18,95.0,35.3,89.42,17.33,0.47,17.09,44.47
Amaravati,2019-05-19,93.0,40.35,94.6,18.93,0.53,23.95,45.97
Amaravati,2019-05-20,104.0,32.33,78.4,19.42,0.61,21.27,34.54
Amaravati,2019-05-21,80.0,24.95,74.2,20.68,0.49,16.73,19.84
Amaravati,2019-05-23,99.0,30.42,76.95,16.96,0.72,13.67,30.35
Amaravati,2019-05-24,99.0,36.5,84.57,17.83,0.63,14.71,37.15
Amaravati,2019-05-25,108.0,40.04,98.75,17.31,0.89,18.61,48.85
Amaravati,2019-05-26,99.0,40.51,99.45,16.93,0.51,14.62,54.63
Amaravati,2019-05-27,106.0,38.88,86.09,18.0,0.47,13.86,51.56
Amaravati,2019-05-28,85.0,36.31,77.21,18.03,0.52,17.79,42.23
Amaravati,2019-05-29,83.0,38.7,82.24,16.29,0.48,15.76,42.04
Amaravati,2019-05-30,83.0,33.52,79.78,26.44,0.57,19.96,45.17
Amaravati,2019-05-31,74.0,36.8,75.96,17.39,0.51,14.55,48.97
Amaravati,2019-06-01,103.0,41.89,99.66,22.98,0.77,17.7,39.43
Amaravati,2019-06-02,101.0,41.47,90.61,18.25,0.5,16.21,54.72
Amaravati,2019-06-03,80.0,31.52,73.42,20.17,0.45,18.1,43.53
Amaravati,2019-06-04,107.0,39.73,104.78,27.54,0.95,17.17,42.88
Amaravati,2019-06-05,91.0,36.24,84.55,19.93,0.46,21.35,54.64
Amaravati,2019-06-07,65.0,23.12,57.48,24.2,0.52,23.46,56.71
Amaravati,2019-06-08,71.0,31.95,71.15,26.2,0.58,17.18,55.48
Amaravati,2019-06-09,90.0,26.02,66.47,20.95,0.52,15.99,75.1
Amaravati,2019-06-10,78.0,22.19,63.59,25.07,0.5,18.35,62.52
Amaravati,2019-06-11,61.0,13.91,48.33,24.16,0.37,14.02,44.59
Amaravati,2019-06-12,50.0,11.81,43.2,29.99,0.34,13.82,41.43
Amaravati,2019-06-13,42.0,10.02,31.73,33.11,0.49,17.28,38.1
Amaravati,2019-06-14,38.0,9.55,31.71,24.02,0.36,16.48,32.84
Amaravati,2019-06-15,54.0,17.42,69.93,18.88,0.38,14.79,38.49
Amaravati,2019-06-16,75.0,19.25,71.73,18.26,0.31,9.68,47.37
Amaravati,2019-06-17,72.0,23.99,66.09,28.19,0.49,14.94,30.27
Amaravati,2019-06-18,59.0,23.62,68.06,36.52,0.46,13.66,30.54
Amaravati,2019-06-19,77.0,21.28,72.04,27.95,0.44,18.83,38.25
Amaravati,2019-06-20,59.0,14.03,40.6,25.45,0.45,18.94,34.87
Amaravati,2019-06-21,42.0,17.9,39.22,29.14,0.57,16.39,32.98
Amaravati,2019-06-22,46.0,17.07,40.3,25.75,0.5,16.01,36.19
Amaravati,2019-06-23,48.0,13.45,34.6,24.16,0.46,14.9,40.53
Amaravati,2019-06-24,53.0,15.93,32.7,20.53,0.43,16.53,42.92
Amaravati,2019-06-25,78.0,19.8,34.77,30.66,0.76,14.36,38.26
Amaravati,2019-06-26,74.0,21.45,38.36,36.24,0.73,17.88,24.68
Amaravati,2019-06-27,70.0,12.45,30.36,26.62,0.53,17.43,27.85
Amaravati,2019-06-28,42.0,9.57,26.83,22.0,0.36,19.5,32.37
Amaravati,2019-06-29,40.0,8.23,21.73,20.71,0.32,18.01,32.91
Amaravati,2019-06-30,46.0,11.55,25.16,22.16,0.35,17.0,40.21
Amaravati,2019-07-01,39.0,13.4,23.95,29.37,0.42,16.27,29.58
Amaravati,2019-07-02,66.0,12.05,24.42,29.88,0.59,13.78,23.41
Amaravati,2019-07-03,68.0,14.54,32.83,30.62,0.61,12.6,27.29
Amaravati,2019-07-04,68.0,8.4,21.46,30.36,0.57,14.32,26.69
Amaravati,2019-07-05,70.0,10.31,22.14,25.22,0.62,16.24,22.99
Amaravati,2019-07-06,72.0,13.91,38.67,18.0,0.58,18.86,26.64
Amaravati,2019-07-07,43.0,15.17,40.56,18.2,0.39,23.12,30.24
Amaravati,2019-07-08,35.0,13.1,34.85,22.88,0.33,17.88,25.83
Amaravati,2019-07-09,37.0,11.3,31.96,23.47,0.28,17.09,27.47
Amaravati,2019-07-10,75.0,13.03,29.59,25.64,0.51,20.09,32.1
Amaravati,2019-07-11,40.0,11.17,25.03,26.2,0.34,23.89,26.88
Amaravati,2019-07-12,70.0,11.65,27.15,22.68,0.56,22.58,25.94
Amaravati,2019-07-13,48.0,17.22,34.78,4.58,0.42,14.79,36.77
Amaravati,2019-07-14,41.0,12.68,20.52,3.7,0.4,15.89,31.62
Amaravati,2019-07-15,48.0,10.73,22.63,9.95,0.36,16.35,32.13
Amaravati,2019-07-16,39.0,14.44,40.44,17.05,0.47,15.46,27.69
Amaravati,2019-07-17,55.0,21.86,56.69,19.35,0.45,19.19,31.87
Amaravati,2019-07-18,53.0,16.18,39.97,16.01,0.43,12.93,35.8
Amaravati,2019-07-19,46.0,22.28,42.15,13.16,0.54,20.51,33.08
Amaravati,2019-07-20,47.0,11.14,18.23,5.65,0.44,13.82,37.65
Amaravati,2019-07-21,45.0,14.72,22.46,4.64,0.49,9.71,34.63
Amaravati,2019-07-22,39.0,12.89,26.39,9.64,0.5,15.68,29.49
Amaravati,2019-07-23,35.0,13.53,23.73,12.71,0.42,15.77,22.09
Amaravati,2019-07-26,35.0,7.48,15.84,10.04,0.38,12.51,20.01
Amaravati,2019-07-27,65.0,12.52,30.89,3.94,0.55,14.14,22.33
Amaravati,2019-07-28,36.0,13.25,37.61,2.08,0.33,12.58,22.05
Amaravati,2019-07-29,68.0,10.89,26.77,11.39,0.56,21.15,19.61
Amaravati,2019-07-30,28.0,8.0,22.87,10.03,0.31,14.72,22.5
Amaravati,2019-07-31,29.0,10.62,26.84,4.4,0.38,11.66,24.46
Amaravati,2019-08-01,34.0,8.71,21.35,4.43,0.39,13.83,20.11
Amaravati,2019-08-02,68.0,6.85,13.3,1.52,0.46,13.29,18.07
Amaravati,2019-08-03,24.0,9.31,19.98,3.35,0.32,11.83,20.23
Amaravati,2019-08-04,27.0,9.09,18.33,4.02,0.34,10.88,23.92
Amaravati,2019-08-06,32.0,6.89,13.83,6.48,0.34,13.35,21.06
Amaravati,2019-08-07,66.0,7.35,18.12,6.38,0.46,11.57,21.64
Amaravati,2019-08-08,27.0,7.45,19.56,7.66,0.27,11.94,22.68
Amaravati,2019-08-09,32.0,10.88,30.31,10.11,0.41,11.86,22.62
